ROS Processes Log
iteration: 1698 ; CPU: 70.88% ; MEM: 8707.29 MB
iteration: 1699 ; CPU: 70.62% ; MEM: 8707.29 MB
iteration: 1700 ; CPU: 70.66% ; MEM: 8707.28 MB
iteration: 1701 ; CPU: 70.70% ; MEM: 8707.28 MB
iteration: 1702 ; CPU: 70.79% ; MEM: 8707.28 MB
iteration: 1703 ; CPU: 70.84% ; MEM: 8707.28 MB
iteration: 1704 ; CPU: 70.60% ; MEM: 8707.28 MB
iteration: 1705 ; CPU: 70.63% ; MEM: 8707.28 MB
iteration: 1706 ; CPU: 70.65% ; MEM: 8707.28 MB
iteration: 1707 ; CPU: 70.72% ; MEM: 8707.50 MB
iteration: 1708 ; CPU: 70.78% ; MEM: 8707.51 MB
iteration: 1709 ; CPU: 70.83% ; MEM: 8707.51 MB
iteration: 1710 ; CPU: 70.60% ; MEM: 8707.51 MB
iteration: 1711 ; CPU: 70.64% ; MEM: 8707.51 MB
iteration: 1712 ; CPU: 70.68% ; MEM: 8707.51 MB
iteration: 1713 ; CPU: 70.76% ; MEM: 8707.51 MB
iteration: 1714 ; CPU: 70.81% ; MEM: 8707.51 MB
iteration: 1715 ; CPU: 70.58% ; MEM: 8707.51 MB
iteration: 1716 ; CPU: 70.60% ; MEM: 8707.51 MB
iteration: 1717 ; CPU: 70.66% ; MEM: 8707.51 MB
iteration: 1718 ; CPU: 70.70% ; MEM: 8707.51 MB
iteration: 1719 ; CPU: 70.76% ; MEM: 8707.51 MB
iteration: 1720 ; CPU: 70.81% ; MEM: 8707.51 MB
iteration: 1721 ; CPU: 70.57% ; MEM: 8707.51 MB
iteration: 1722 ; CPU: 70.64% ; MEM: 8707.51 MB
iteration: 1723 ; CPU: 70.66% ; MEM: 8707.51 MB
iteration: 1724 ; CPU: 70.73% ; MEM: 8707.51 MB
iteration: 1725 ; CPU: 70.77% ; MEM: 8707.51 MB
iteration: 1726 ; CPU: 70.55% ; MEM: 8707.51 MB
iteration: 1727 ; CPU: 70.61% ; MEM: 8707.51 MB
iteration: 1728 ; CPU: 70.64% ; MEM: 8707.51 MB
iteration: 1729 ; CPU: 70.70% ; MEM: 8707.51 MB
iteration: 1730 ; CPU: 70.75% ; MEM: 8707.51 MB
iteration: 1731 ; CPU: 70.80% ; MEM: 8707.51 MB
iteration: 1732 ; CPU: 70.59% ; MEM: 8707.51 MB
iteration: 1733 ; CPU: 70.62% ; MEM: 8707.51 MB
iteration: 1734 ; CPU: 70.64% ; MEM: 8707.51 MB
iteration: 1735 ; CPU: 70.71% ; MEM: 8707.51 MB
iteration: 1736 ; CPU: 70.75% ; MEM: 8707.51 MB
iteration: 1737 ; CPU: 70.52% ; MEM: 8707.51 MB
iteration: 1738 ; CPU: 70.58% ; MEM: 8707.51 MB
iteration: 1739 ; CPU: 70.60% ; MEM: 8707.51 MB
iteration: 1740 ; CPU: 70.67% ; MEM: 8707.51 MB
iteration: 1741 ; CPU: 70.71% ; MEM: 8707.51 MB
iteration: 1742 ; CPU: 70.75% ; MEM: 8707.51 MB
iteration: 1743 ; CPU: 70.54% ; MEM: 8707.51 MB
iteration: 1744 ; CPU: 70.58% ; MEM: 8707.51 MB
iteration: 1745 ; CPU: 70.61% ; MEM: 8707.51 MB
iteration: 1746 ; CPU: 70.68% ; MEM: 8707.51 MB
iteration: 1747 ; CPU: 70.72% ; MEM: 8707.51 MB
iteration: 1748 ; CPU: 70.75% ; MEM: 8707.51 MB
iteration: 1749 ; CPU: 70.54% ; MEM: 8707.51 MB
iteration: 1750 ; CPU: 70.57% ; MEM: 8707.51 MB
iteration: 1751 ; CPU: 70.62% ; MEM: 8707.51 MB
iteration: 1752 ; CPU: 70.67% ; MEM: 8707.53 MB
iteration: 1753 ; CPU: 70.71% ; MEM: 8707.53 MB
iteration: 1754 ; CPU: 70.51% ; MEM: 8707.53 MB
iteration: 1755 ; CPU: 70.54% ; MEM: 8707.53 MB
iteration: 1756 ; CPU: 70.61% ; MEM: 8707.53 MB
iteration: 1757 ; CPU: 70.63% ; MEM: 8707.53 MB
iteration: 1758 ; CPU: 70.68% ; MEM: 8707.53 MB
iteration: 1759 ; CPU: 70.76% ; MEM: 8707.53 MB
iteration: 1760 ; CPU: 70.52% ; MEM: 8707.53 MB
iteration: 1761 ; CPU: 70.54% ; MEM: 8707.53 MB
iteration: 1762 ; CPU: 70.60% ; MEM: 8707.53 MB
iteration: 1763 ; CPU: 70.65% ; MEM: 8707.53 MB
iteration: 1764 ; CPU: 70.67% ; MEM: 8707.53 MB
iteration: 1765 ; CPU: 70.47% ; MEM: 8707.53 MB
iteration: 1766 ; CPU: 70.51% ; MEM: 8707.53 MB
iteration: 1767 ; CPU: 70.57% ; MEM: 8707.53 MB
iteration: 1768 ; CPU: 70.60% ; MEM: 8707.53 MB
iteration: 1769 ; CPU: 70.64% ; MEM: 8707.53 MB
iteration: 1770 ; CPU: 70.71% ; MEM: 8707.53 MB
iteration: 1771 ; CPU: 70.50% ; MEM: 8707.53 MB
iteration: 1772 ; CPU: 70.51% ; MEM: 8707.53 MB
iteration: 1773 ; CPU: 70.57% ; MEM: 8707.53 MB
iteration: 1774 ; CPU: 70.61% ; MEM: 8707.53 MB
iteration: 1775 ; CPU: 70.68% ; MEM: 8707.53 MB
iteration: 1776 ; CPU: 70.72% ; MEM: 8707.53 MB
iteration: 1777 ; CPU: 70.48% ; MEM: 8707.53 MB
iteration: 1778 ; CPU: 70.54% ; MEM: 8707.53 MB
iteration: 1779 ; CPU: 70.58% ; MEM: 8707.55 MB
iteration: 1780 ; CPU: 70.65% ; MEM: 8707.55 MB
iteration: 1781 ; CPU: 70.69% ; MEM: 8707.55 MB
iteration: 1782 ; CPU: 70.46% ; MEM: 8707.55 MB
iteration: 1783 ; CPU: 70.49% ; MEM: 8707.55 MB
iteration: 1784 ; CPU: 70.55% ; MEM: 8707.55 MB
iteration: 1785 ; CPU: 70.59% ; MEM: 8707.55 MB
iteration: 1786 ; CPU: 70.66% ; MEM: 8707.55 MB
iteration: 1787 ; CPU: 70.71% ; MEM: 8707.55 MB
iteration: 1788 ; CPU: 70.46% ; MEM: 8707.55 MB
iteration: 1789 ; CPU: 70.52% ; MEM: 8707.55 MB
iteration: 1790 ; CPU: 70.56% ; MEM: 8707.55 MB
iteration: 1791 ; CPU: 70.62% ; MEM: 8707.55 MB
iteration: 1792 ; CPU: 70.65% ; MEM: 8707.55 MB
iteration: 1793 ; CPU: 70.44% ; MEM: 8707.55 MB
iteration: 1794 ; CPU: 70.46% ; MEM: 8707.55 MB
iteration: 1795 ; CPU: 70.52% ; MEM: 8707.55 MB
iteration: 1796 ; CPU: 70.60% ; MEM: 8707.55 MB
iteration: 1797 ; CPU: 70.63% ; MEM: 8707.55 MB
iteration: 1798 ; CPU: 70.66% ; MEM: 8707.55 MB
iteration: 1799 ; CPU: 70.44% ; MEM: 8707.55 MB
iteration: 1800 ; CPU: 70.50% ; MEM: 8707.55 MB
